Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
MATR,Mattersight Corporation,3.5,113990145.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/matr
SYNC,"Synacor, Inc.",3.55,111770883.8,n/a,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sync
AMCN,AirMedia Group Inc,2.49,109235515.7,43869685,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn
ALOT,"AstroNova, Inc.",14.45,107983043.8,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
XNET,Xunlei Limited,3.82,105961578.1,27738633,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/xnet
AWRE,"Aware, Inc.",4.7,104440222.8,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre
ENPH,"Enphase Energy, Inc.",1.24,102331373.2,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
EDGW,"Edgewater Technology, Inc.",7.62,101610558.8,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
DWCH,Datawatch Corporation,8.3,99548623,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
TRMR,"Tremor Video, Inc.",1.97,98631272.92,n/a,2013,Technology,Advertising,http://www.nasdaq.com/symbol/trmr
MRAM,"Everspin Technologies, Inc.",7.88,98485248.64,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/mram
PCTI,"PC-Tel, Inc.",5.52,95675963.04,n/a,1999,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/pcti
GSUM,Gridsum Holding Inc.,12.34,95079700,7705000,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gsum
CTG,"Computer Task Group, Incorporated",6.02,94483087.3,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg
INTX,"Intersections, Inc.",3.88,92319443.48,n/a,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
ARIS,"ARI Network Services, Inc.",5.05,88517707.95,n/a,1991,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aris
WSTG,"Wayside Technology Group, Inc.",18.85,87213973.6,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/wstg
GSB,"GlobalSCAPE, Inc.",4.02,86499670.62,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gsb
ASUR,Asure Software Inc,9.97,86041329.31,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
HHS,"Harte-Hanks, Inc.",1.39,85627103.87,n/a,1993,Technology,Advertising,http://www.nasdaq.com/symbol/hhs
KTEC,"Key Technology, Inc.",13.16,84259861,n/a,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
ATOM,Atomera Incorporated,6.96,83690965.44,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/atom
COVS,Covisint Corporation,2,81731794,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/covs
STV,"China Digital TV Holding Co., Ltd.",1.27,81436326.84,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/stv
SEAC,"SeaChange International, Inc.",2.3,80976231.1,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
AVNW,"Aviat Networks, Inc.",15.11,80178162.78,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
OIIM,O2Micro International Limited,2.38,79428910.96,33373492,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oiim
KTCC,Key Tronic Corporation,7.21,77577292.8,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
MAMS,"MAM Software Group, Inc.",6.3,77166167.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams
IPAS,iPass Inc.,1.17,76967987.85,n/a,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
SPI,"SPI Energy Co., Ltd.",1.22,76611299.34,62796147,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spi
CYRN,CYREN Ltd.,1.95,76374776.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
INVE,"Identiv, Inc.",6.88,76272718.88,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve
GEC,"Great Elm Capital Group, Inc. ",3.2,74218019.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gec
ASYS,"Amtech Systems, Inc.",5.59,73673600.65,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys
EMAN,eMagin Corporation,2.25,71150994,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/eman
MRVC,"MRV Communications, Inc.",10.4,70740394.4,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvc
RWC,RELM Wireless Corporation,5.1,70149219.9,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
MRIN,Marin Software Incorporated,1.75,68917350.25,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/mrin
RESN,Resonant Inc.,4.71,68032219.68,n/a,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
OTIV,On Track Innovations Ltd,1.65,67756220.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/otiv
PNTR,Pointer Telocation Ltd.,8.65,67520550.6,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/pntr
GVP,"GSE Systems, Inc.",3.6,67258832.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gvp
LINK,"Interlink Electronics, Inc.",9.02,66099056.1,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link
IOTS,Adesto Technologies Corporation,4.15,64283296.65,n/a,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/iots
CVV,CVD Equipment Corporation,9.98,63115316.4,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
TACT,TransAct Technologies Incorporated,8.15,59873640.85,n/a,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tact
DLHC,DLH Holdings Corp.,5.3,59580554.2,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
RCMT,"RCM Technologies, Inc.",4.85,57896952.6,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
NTWK,NetSol Technologies Inc.,5.1,56064575.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntwk
EVOL,"Evolving Systems, Inc.",4.65,55369368.15,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
LPTH,"LightPath Technologies, Inc.",2.32,55046145.84,n/a,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth
NLST,"Netlist, Inc.",0.9,54856671.3,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/nlst
INOD,Innodata Inc.,2.1,53810047.2,n/a,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
MIND,"Mitcham Industries, Inc.",4.3401,52470758.7,n/a,1994,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind
LTRX,"Lantronix, Inc.",2.95,51536308.25,n/a,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
ISSC,"Innovative Solutions and Support, Inc.",3.03,50852880.87,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
SOL,Renesola Ltd.,2.42,49175776.98,n/a,2008,Technology,Semiconductors,http://www.nasdaq.com/symbol/sol
CCUR,Concurrent Computer Corporation,4.9,48194861.4,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ccur
WYY,WidePoint Corporation,0.58,47983477.72,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy
MNDO,MIND C.T.I. Ltd.,2.45,47121874.1,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mndo
IMI,"Intermolecular, Inc.",0.95,47058193.95,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
JOB,GEE Group Inc.,4.989,46791292.19,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/job
EGAN,eGain Corporation,1.65,44724027.15,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
SPCB,"SuperCom, Ltd.",2.89,43409259.45,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb
DTRM,"Determine, Inc. ",3.61,42831971.32,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm
INS,Intelligent Systems Corporation,4.69,41006072.31,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ins
CSPI,CSP Inc.,10.45,39926701.65,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
SPRT,"support.com, Inc.",2.13,39529093.8,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt
CVR,Chicago Rivet & Machine Co.,40.4,39031732.8,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvr
COOL,"PolarityTE, Inc.",8.52,38355063.36,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool
HQCL,"Hanwha Q CELLS Co., Ltd. ",6.95,38235598.75,5501525,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/hqcl
IEC,IEC Electronics Corp.,3.7,38025073.9,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/iec
MYSZ,"My Size, Inc.",2.14,37675468.26,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mysz
YGE,Yingli Green Energy Holding Company Limited,2.06,37443336.62,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/yge
SHSP,"SharpSpring, Inc.",4.45,37204950.35,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shsp
HSON,"Hudson Global, Inc.",1.16,36781776.48,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/hson
IPDN,"Professional Diversity Network, Inc.",9.33,36716824.83,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ipdn
FSNN,"Fusion Telecommunications International, Inc.",1.74,36117228.72,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fsnn
CCIH,ChinaCache International Holdings Ltd.,1.76,34506996.48,19606248,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/ccih
JMU,JMU Limited,2.84,33432678.8,11772070,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/jmu
QRHC,Quest Resource Holding Corporation.,2.15,32816142.3,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
GIGM,GigaMedia Limited,2.95,32604093.25,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/gigm
LIVE,Live Ventures Incorporated,14.6,30015789.6,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/live
ZDGE,"Zedge, Inc.",3.11,29993269.18,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/zdge
PFIN,"P & F Industries, Inc.",7.95,28603066.5,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pfin
CNIT,"China Information Technology, Inc.",0.7,28077811.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnit
CNXR,"Connecture, Inc.",1.24,28004829.6,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnxr
ELON,Echelon Corporation,6.203,27503915.91,n/a,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
SGOC,"SGOCO Group, Ltd",2.85,27297094.8,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
CBR,"Ciber, Inc.",0.3342,27286183.1,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/cbr
BVSN,"BroadVision, Inc.",5.3062,26257667.03,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bvsn
SCKT,"Socket Mobile, Inc.",4.3983,25793852.34,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sckt
QUMU,Qumu Corporation,2.77,25559474.19,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
IDN,"Intellicheck Mobilisa, Inc.",2.3336,24655774.48,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn
FPAY,"FlexShopper, Inc.",4.7,24606417.6,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/fpay
PRKR,"ParkerVision, Inc.",1.76,23343840.96,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/prkr
SIFY,Sify Technologies Limited,0.915,22964006.63,25097275,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SMTX,SMTC Corporation,1.36,22751733.76,n/a,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
TISA,"Top Image Systems, Ltd.",1.25,22398907.5,n/a,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tisa
MNGA,MagneGas Corporation,0.426,22211343.5,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
DGLY,"Digital Ally, Inc.",4.11,22107406.41,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
XPLR,Xplore Technologies Corp,2.01,22050471.84,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/xplr
RBCN,"Rubicon Technology, Inc.",0.79,21234323.89,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
SOFO,"Sonic Foundry, Inc.",4.8,21198830.4,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
GLA,"GlassBridge Enterprises, Inc.",4.17,20741050.41,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/gla
SGMA,"SigmaTron International, Inc.",4.84,20264174.92,n/a,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
STRM,"Streamline Health Solutions, Inc.",0.97,19093755.48,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/strm
NNDM,Nano Dimension Ltd.,6.72,17881295.04,2660907,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/nndm
BLIN          ,"Bridgeline Digital, Inc.",0.817,17130754.69,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blin
IIJI,"Internet Initiative Japan, Inc.",8.91,16752884.94,1880234,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
LIQT,"LiqTech International, Inc.",0.4225,16702284.79,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt
MDSY,ModSys International Ltd.,0.83,15841511.97,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdsy
FALC,"FalconStor Software, Inc.",0.3586,15820020.55,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/falc
ACY,AeroCentury Corp.,10,15666990,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/acy
SRAX,"Social Reality, Inc.",2,15613680,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/srax
MOSY,"MoSys, Inc.",2.34,15515615.7,n/a,2001,Technology,Semiconductors,http://www.nasdaq.com/symbol/mosy
NETE,"Net Element, Inc.",0.9192,15286422.85,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/nete
ANY,Sphere 3D Corp.,0.222,15271305.85,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any
TRT,Trio-Tech International,4.1301,14509268.46,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt
CAFN,"Cachet Financial Solutions, Inc.",4.4,13941787.2,n/a,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/cafn
CNET,"ChinaNet Online Holdings, Inc.",1.08,13131225.36,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/cnet
QBAK,Qualstar Corporation,6.15,12558416.85,n/a,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
TEUM,Pareteum Corporation,1.07,11918993.22,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/teum
CPAH,CounterPath Corporation,2.3347,11688080.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah
SMSI,"Smith Micro Software, Inc.",0.88,10814473.12,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
LEDS,SemiLEDS Corporation,3.02,10629388.3,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
TSRI,"TSR, Inc.",5.25,10300825.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tsri
MSDI,"Monster Digital, Inc.",1.3,10171067.4,n/a,2016,Technology,Electronic Components,http://www.nasdaq.com/symbol/msdi
WSCI,WSI Industries Inc.,3.35,9780325,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wsci
STAF,"Staffing 360 Solutions, Inc.",0.73,8314550.35,n/a,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/staf
FORTY,Formula Systems (1985) Ltd.,41.9286,8280269.571,197485,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/forty
ELTK,Eltek Ltd.,0.784,7951925.408,n/a,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
MTBCP,"Medical Transcription Billing, Corp.",25.4197,7490067.123,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbcp
MTBC,"Medical Transcription Billing, Corp.",0.6572,6850331.429,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc
BOSC,B.O.S. Better Online Solutions,2.12,6370744.16,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
DRAM,Dataram Corporation,1.16,5589652.56,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
BDR,"Blonder Tongue Laboratories, Inc.",0.66,5344546.02,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/bdr
INPX,Inpixon ,2.89,5248135.96,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/inpx
SCON,Superconductor Technologies Inc.,1.29,4805155.83,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon
FNCX,Function(x) Inc.,0.533,4703390.276,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fncx
TCCO,Technical Communications Corporation,2.4,4415704.8,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/tcco
CLNT,"Cleantech Solutions International, Inc.",2.75,3600085.5,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clnt
CRDS,"Crossroads Systems, Inc.",2.74,3357793.28,n/a,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds
COYN,"COPsync, Inc.",0.3338,3336228.19,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coyn
KONE,Kingtone Wirelessinfo Solution Holding Ltd,3.3,2357437.5,714375,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
COYNW,"COPsync, Inc.",0.085,0,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coynw
GFNCP,General Finance Corporation,94.1834,0,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/gfncp
GFNSL,General Finance Corporation,24.77,0,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/gfnsl
INSEW,"Inspired Entertainment, Inc.",0.82,0,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/insew
MINDP,"Mitcham Industries, Inc.",23.4,0,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mindp
MSDIW,"Monster Digital, Inc.",0.16,0,n/a,2016,Technology,Electronic Components,http://www.nasdaq.com/symbol/msdiw